"1_67","2_67","3_67","4_67","5_67","6_67"
0,0,0,0,NA,0
0,0,1,0,NA,0
2,0,1,0,NA,0
0,0,0,0,NA,0
0,0,0,0,NA,0
1,0,0,0,NA,0
0,0,1,NA,NA,0
0,0,3,NA,NA,0
3,0,0,NA,NA,0
1,0,0,NA,NA,0
0,0,1,NA,NA,0
0,0,0,NA,NA,0
0,0,3,NA,NA,0
0,0,1,NA,NA,0
0,0,0,NA,NA,0
0,0,1,NA,NA,0
0,0,2,NA,NA,0
0,0,0,NA,NA,0
0,0,0,NA,NA,0
6,0,1,NA,NA,0
1,0,0,NA,NA,0
0,0,0,NA,NA,0
1,0,0,NA,NA,0
0,0,0,NA,NA,0
1,0,0,NA,NA,0
0,0,0,NA,NA,0
0,0,0,NA,NA,0
0,0,0,NA,NA,NA
0,0,0,NA,NA,NA
0,0,0,NA,NA,NA
0,0,0,NA,NA,NA
0,0,0,NA,NA,NA
0,0,0,NA,NA,NA
0,0,0,NA,NA,NA
0,0,0,NA,NA,NA
0,0,0,NA,NA,NA
0,0,0,NA,NA,NA
0,0,0,NA,NA,NA
0,0,0,NA,NA,NA
0,0,0,NA,NA,NA
0,0,0,NA,NA,NA
0,0,0,NA,NA,NA
0,0,0,NA,NA,NA
0,0,0,NA,NA,NA
0,0,0,NA,NA,NA
0,0,0,NA,NA,NA
0,0,0,NA,NA,NA
0,0,0,NA,NA,NA
0,0,0,NA,NA,NA
0,0,0,NA,NA,NA
0,0,0,NA,NA,NA
0,0,0,NA,NA,NA
0,0,0,NA,NA,NA
0,0,0,NA,NA,NA
0,0,0,NA,NA,NA
0,0,0,NA,NA,NA
0,0,0,NA,NA,NA
0,0,0,NA,NA,NA
0,0,0,NA,NA,NA
0,0,0,NA,NA,NA
0,0,0,NA,NA,NA
0,0,0,NA,NA,NA
0,0,0,NA,NA,NA
0,0,0,NA,NA,NA
0,0,0,NA,NA,NA
0,0,0,NA,NA,NA
0,0,0,NA,NA,NA
0,0,0,NA,NA,NA
0,0,0,NA,NA,NA
0,NA,0,NA,NA,NA
0,NA,0,NA,NA,NA
0,NA,0,NA,NA,NA
0,NA,0,NA,NA,NA
0,NA,0,NA,NA,NA
0,NA,0,NA,NA,NA
0,NA,0,NA,NA,NA
0,NA,0,NA,NA,NA
0,NA,0,NA,NA,NA
0,NA,0,NA,NA,NA
0,NA,0,NA,NA,NA
0,NA,0,NA,NA,NA
0,NA,0,NA,NA,NA
0,NA,0,NA,NA,NA
0,NA,0,NA,NA,NA
0,NA,0,NA,NA,NA
0,NA,0,NA,NA,NA
0,NA,0,NA,NA,NA
0,NA,0,NA,NA,NA
0,NA,0,NA,NA,NA
0,NA,0,NA,NA,NA
0,NA,0,NA,NA,NA
0,NA,0,NA,NA,NA
0,NA,0,NA,NA,NA
0,NA,0,NA,NA,NA
0,NA,0,NA,NA,NA
0,NA,0,NA,NA,NA
0,NA,0,NA,NA,NA
0,NA,0,NA,NA,NA
0,NA,0,NA,NA,NA
0,NA,NA,NA,NA,NA
0,NA,NA,NA,NA,NA
0,NA,NA,NA,NA,NA
0,NA,NA,NA,NA,NA
0,NA,NA,NA,NA,NA
0,NA,NA,NA,NA,NA
